ResponseId,Q8_1Fa_1,Q8_2Kn_1,Q9_1Ge,Q9_2Age,Q9_3Em,Q9_5Ch,Q9_6Ed,Q9_7In,Q9_8He,Q9_9Po,region
R_7hYY9iDJn72XTW2,2,2,Male,1956,Retired,0,Vocational or similar,"$75,000 - $99,999 per year",Moderate ,14526,Northeast
R_6wT47PysnFw2maZ,4,4,Female,1962,Working full-time,0,Vocational or similar,"$75,000 - $99,999 per year",Moderate ,13324,Northeast
R_3Ic49N38edz3865,5,3,Male,1962,Retired,0,Bachelor’s degree,"$45,000 - $74,999 per year",Moderate ,44024,Midwest
R_3mttCm6ZLx9XdZ2,4,5,Female,1958,Retired,0,Bachelor’s degree,"$75,000 - $99,999 per year",Good,32233,South
R_7PvlVITrjCiIyMF,4,2,Male,1953,Retired,0,Bachelor’s degree,"$45,000 - $74,999 per year",Good,98801,West
R_3nUZTOIKdApUo39,1,2,Female,1995,Working full-time,0,Vocational or similar,"$125,000 - $190,000 per year",Good,78641,South
R_3ydo2sUwHk1uSul,2,4,Male,2004,Student,0,Bachelor’s degree,"Less than $25,000 per year",Good,02138,Northeast
R_74NIevI9ZXt2wQF,2,1,Male,2003,Working part-time,0,Bachelor’s degree,"$45,000 - $74,999 per year",Good,48222,Midwest
R_114QlKHXqdf6aRh,5,4,Female,1994,Working full-time,2,Bachelor’s degree,"$75,000 - $99,999 per year",Moderate ,92701,West
R_1OTsL7x1EtoSVYZ,1,1,Female,1956,Working full-time,0,Secondary school,"$25,000 - $49,999 per year",Very good,33903,South
R_5C1LqYBPGzdPl9T,2,1,Female,1978,Working full-time,0,Secondary school,"Less than $25,000 per year",Moderate ,32211,South
R_7pbXRZrKvDRP2xu,3,2,Female,1954,Retired,0,Vocational or similar,"$45,000 - $74,999 per year",Very good,77407,South
R_3ASCDbtqMds1dXd,1,1,Female,1963,Unemployed and looking for work,0,Secondary school,"Less than $25,000 per year",Very good,42164,South
R_1vCx77e1uSt9aQ9,2,2,Female,1958,Retired,0,Vocational or similar,"$45,000 - $74,999 per year",Bad,95118,West
R_7dSpIESUjmeJhTW,1,3,Female,1959,Working full-time,0,Secondary school,"$25,000 - $49,999 per year",Moderate ,71112,South
R_1eQ2Ykx2H8sEfD7,3,2,Male,1960,Working full-time,0,Secondary school,"$125,000 - $190,000 per year",Good,18707,Northeast
R_11YIH8sCgcKeG4r,5,2,Female,1962,Other,0,Bachelor’s degree,Prefer not to say,Very good,21152,South
R_7VPAmal4OJSikAk,4,3,Female,1956,Retired,0,Bachelor’s degree,"$75,000 - $99,999 per year",Good,91206,West
R_5MsUW1647sL636h,1,1,Male,1974,Working full-time,0,Bachelor’s degree,"More than $190,000 per year",Very good,10005,Northeast
R_6eL7lbqM8fsVMvM,2,3,Male,1946,Retired,0,Vocational or similar,"$45,000 - $74,999 per year",Moderate ,28098,South
R_5DMTXmwFN1qb1GM,5,4,Female,1964,Working part-time,0,Vocational or similar,"$45,000 - $74,999 per year",Very good,25177,South
R_6fk7UVxJmucED1h,3,3,Male,1964,Working part-time,0,Secondary school,"Less than $25,000 per year",Good,,
R_71gwJ6YmAuG9WBr,5,3,Female,1962,Retired,0,Vocational or similar,"$25,000 - $49,999 per year",Moderate ,17584,Northeast
R_3gFub6FJwX66Sw5,2,2,Female,1955,Retired,0,Vocational or similar,"$45,000 - $74,999 per year",Bad,18109,Northeast
R_65Ab5RaXmPIaE2Z,1,1,Female,1996,Working full-time,0,Bachelor’s degree,"$45,000 - $74,999 per year",Good,89139,West
R_7Q48pUP7NDjbrKh,2,2,Female,1946,Retired,0,Vocational or similar,"$25,000 - $49,999 per year",Very good,,
R_7pbS5N3VrPJxuOk,1,1,Female,1964,Retired,0,Secondary school,"$45,000 - $74,999 per year",Good,08075,Northeast
R_5EE7h72b9hbgvBn,3,4,Male,1953,Working part-time,0,Bachelor’s degree,"$25,000 - $49,999 per year",Good,21035,South
R_16bxS7Qq3FaloKb,5,5,Male,1946,Retired,0,Vocational or similar,"$25,000 - $49,999 per year",Moderate ,28364,South
R_3QAtoJMhekOb6EM,5,5,Female,1953,Working full-time,1,Secondary school,"Less than $25,000 per year",Moderate ,77840,South
R_72SieZVnaaDz3ga,3,2,Male,1964,Working part-time,0,Bachelor’s degree,"$25,000 - $49,999 per year",Moderate ,89122,West
R_3H8D6VMeKiZ21XY,5,3,Female,1960,Working part-time,0,Vocational or similar,"Less than $25,000 per year",Good,,
R_31tt7A1q0S0CSe4,1,1,Female,1964,Working full-time,0,Master's degree,"$45,000 - $74,999 per year",Very good,18612,Northeast
R_7CIIQCj0oIndqYX,2,3,Male,1986,Working full-time,1,Master's degree,"$125,000 - $190,000 per year",Good,04102,Northeast
R_6e9im3eqHWycZkI,2,1,Male,1958,Retired,0,Master's degree,"$45,000 - $74,999 per year",Very good,23454,South
R_7xDK60pCKkBIfga,5,5,Male,1951,Retired,0,Bachelor’s degree,"$100,000 - $124,999 per year",Good,01757,Northeast
R_3dGQ7K529oO3d4t,5,5,Male,1992,Working full-time,2,Bachelor’s degree,"$125,000 - $190,000 per year",Good,21215,South
R_7VxQhvWvZR7iVRi,2,1,Female,1963,A homemaker or stay-at-home parent,1,Secondary school,"$125,000 - $190,000 per year",Very good,49456,Midwest
R_30nCsz1CNxCVHWx,2,3,Female,1954,Retired,0,Vocational or similar,"Less than $25,000 per year",Good,76543,South
R_6bTRKTBjiIvbK7F,2,2,Male,1964,Working full-time,0,Vocational or similar,"$75,000 - $99,999 per year",Good,21214,South
R_50CV0NwoJpFVlWx,2,2,Male,1992,Working full-time,0,Bachelor’s degree,"$45,000 - $74,999 per year",Good,07304,Northeast
R_5AhhSc0J9syi9j3,2,2,Male,1993,Working full-time,0,Bachelor’s degree,"$45,000 - $74,999 per year",Good,,
R_6WMWqit77KtDpPf,2,3,Male,1945,Retired,0,Master's degree,"Less than $25,000 per year",Moderate ,05673,Northeast
R_3F2spE1mIl1bhvw,5,4,Female,1961,Retired,0,Vocational or similar,"$100,000 - $124,999 per year",Very good,85658,West
R_17VEV6ECoQCIyDx,1,1,Male,1981,Working full-time,2,Bachelor’s degree,"$75,000 - $99,999 per year",Moderate ,33170,South
R_3MOQHSgIaVbQyzv,1,1,Female,1957,Retired,0,Bachelor’s degree,"$125,000 - $190,000 per year",Good,42164,South
R_7lNKyIQjqj7vpS1,7,7,Female,1956,Retired,0,Vocational or similar,"$25,000 - $49,999 per year",Bad,80002,West
R_72X4u9zTLUx8P8x,4,4,Female,1995,Working full-time,0,Bachelor’s degree,"$75,000 - $99,999 per year",Very good,78704,South
R_6ClajJNTi9GVswu,3,3,Male,1959,Retired,0,Bachelor’s degree,"$25,000 - $49,999 per year",Very good,97402,West
R_3uVwSZ44zRnXad8,2,1,Male,1961,Working full-time,0,Bachelor’s degree,"$100,000 - $124,999 per year",Good,16335,Northeast
R_3f9ckeXd7AN5PDw,5,2,Female,1952,Retired,0,Vocational or similar,"$25,000 - $49,999 per year",Moderate ,12553,Northeast
R_7CH5YPbKMiX86S5,3,3,Female,1964,Retired,0,Secondary school,"$25,000 - $49,999 per year",Good,02649,Northeast
R_7hYzY4dLMnueKM9,3,2,Female,1963,Other,0,Bachelor’s degree,"$45,000 - $74,999 per year",Moderate ,34608,South
R_7Kxxi3XQLPRDWVy,4,3,Male,1962,Retired,0,Ph.D.,"$45,000 - $74,999 per year",Very good,,
R_7KYzV4EUgiWCt7X,5,4,Female,1964,Working full-time,1,Bachelor’s degree,"$75,000 - $99,999 per year",Good,,
R_6mKjeKgAO37KAa3,1,1,Female,1946,Working full-time,0,Secondary school,"$25,000 - $49,999 per year",Good,18706,Northeast
R_6vYB0TrCfH3JBza,2,1,Female,1950,Retired,0,Bachelor’s degree,"$25,000 - $49,999 per year",Good,18018,Northeast
R_5JJCqQob71jgN3b,2,2,Male,1961,Working part-time,0,Master's degree,"$25,000 - $49,999 per year",Good,19083,Northeast
R_3BkOiuLdJpim6qt,2,2,Female,1956,Unemployed and looking for work,0,Vocational or similar,"Less than $25,000 per year",Moderate ,85712,West
R_6D752Q8cSLye60F,5,4,Female,1957,Retired,0,Bachelor’s degree,"$75,000 - $99,999 per year",Very good,45230,Midwest
R_6ff6bQYPJLUesi0,4,3,Male,1943,Retired,0,Vocational or similar,"$25,000 - $49,999 per year",Good,74056,South
R_5I41M0ejXneKbXj,1,1,Female,1958,Retired,0,Vocational or similar,Prefer not to say,Very good,89129,West
R_50wnw0LYcLsASAh,5,4,Female,1955,Working part-time,0,Master's degree,"$125,000 - $190,000 per year",Good,94597,West
R_2rUsARXdQuQchGv,2,2,Male,1950,Retired,0,Bachelor’s degree,"$25,000 - $49,999 per year",Very good,18018,Northeast
R_5VjOm6sIRAzFl95,5,5,Male,1960,Retired,0,Bachelor’s degree,"$125,000 - $190,000 per year",Very good,11374,Northeast
R_6Hqx0aLmzpUBBhX,2,1,Female,1957,Other,0,Vocational or similar,"$25,000 - $49,999 per year",Moderate ,63701,Midwest
R_6IAFz0tKwxHwMST,2,3,Male,1950,Retired,0,Master's degree,"$125,000 - $190,000 per year",Bad,19111,Northeast
R_7EcIadIpgAUAKo5,4,4,Male,1960,Retired,0,Bachelor’s degree,"Less than $25,000 per year",Bad,85705,West
R_68ILotlqeBsIzgo,1,1,Male,1960,Working part-time,0,Vocational or similar,"Less than $25,000 per year",Moderate ,12203,Northeast
R_75tkNPi3eDzT5Hp,5,4,Female,1962,Retired,0,Bachelor’s degree,"$75,000 - $99,999 per year",Good,81507,West
R_1WUq8d3vb8Cy3qm,5,4,Female,2003,Student,0,Secondary school,"$25,000 - $49,999 per year",Bad,67401,Midwest
R_5tSlXrCN8GWjKiR,3,2,Male,1962,Working full-time,0,Master's degree,"$125,000 - $190,000 per year",Very good,55110,Midwest
R_7an7TGZq8d6P7dE,3,4,Female,1962,Working full-time,0,Bachelor’s degree,"$125,000 - $190,000 per year",Good,66224,Midwest
R_5OT1dj1C9x1F1Qd,5,5,Male,1990,Working full-time,1,Master's degree,"$100,000 - $124,999 per year",Very good,30003,South
R_1iHY0u8FDCKgwU5,4,2,Female,1963,Working full-time,0,Vocational or similar,"$45,000 - $74,999 per year",Good,27540,South
R_8ANCyiBT0dd2jUv,1,2,Male,1959,Working part-time,0,Bachelor’s degree,"$45,000 - $74,999 per year",Good,28787,South
R_1NUf3ypwg8j1bpL,4,4,Female,1946,Working full-time,0,Bachelor’s degree,"$25,000 - $49,999 per year",Bad,77568,South
R_5LL8nUZa5tbtHDb,1,1,Male,1956,Working full-time,0,Primary school,"$125,000 - $190,000 per year",Good,07072,Northeast
R_5qqTXXoYPXJfZJW,4,1,Female,1963,Working part-time,0,Bachelor’s degree,"$100,000 - $124,999 per year",Moderate ,20176,South
R_1zBV8GDuBRYgbq1,1,1,Male,1956,Working full-time,0,Bachelor’s degree,"$75,000 - $99,999 per year",Bad,,
R_5LifAZV2TO79XkB,3,2,Female,1961,Working full-time,0,Master's degree,"$45,000 - $74,999 per year",Good,36312,South
R_70U4XLh26xQTE9u,1,1,Male,1962,Working full-time,0,Bachelor’s degree,"$25,000 - $49,999 per year",Very bad,32926,South
R_8e5X7MHe8fOktTH,3,2,Male,1963,Working full-time,0,Master's degree,"$100,000 - $124,999 per year",Very good,10524,Northeast
R_70Uv1rliJCJ9IVc,1,3,Male,1964,Working full-time,0,Ph.D.,"$75,000 - $99,999 per year",Good,29407,South
R_5ghVuCKjdI37V8I,2,1,Female,1959,Retired,0,Vocational or similar,"Less than $25,000 per year",Moderate ,48730,Midwest
R_3FDNDXy9CcBtGRA,3,1,Male,1965,Working full-time,0,Vocational or similar,"$25,000 - $49,999 per year",Good,15301,Northeast
R_716WcVrykFV2S7R,5,4,Male,1988,Working part-time,0,Secondary school,"Less than $25,000 per year",Good,72023,South
R_5DUOz4MIAOXWU2z,2,3,Male,1975,Working full-time,0,Vocational or similar,"$45,000 - $74,999 per year",Moderate ,79106,South
R_1zdUrXJPjINfVKN,4,4,Female,1978,Working full-time,0,Bachelor’s degree,"$75,000 - $99,999 per year",Moderate ,30078,South
R_1obwi7NTw6nf19k,4,4,Female,1972,Working full-time,1,Master's degree,"$75,000 - $99,999 per year",Moderate ,65613,Midwest
R_5elEnH3k39H7gXO,3,2,Male,1964,Working full-time,0,Bachelor’s degree,"$100,000 - $124,999 per year",Good,,
R_1Vbqe8mPAXOJwxX,3,3,Male,1972,Working full-time,1,Master's degree,"More than $190,000 per year",Very good,10461,Northeast
R_3Xo0xx9OQFyNg2J,4,4,Male,2000,Working full-time,0,Bachelor’s degree,"$75,000 - $99,999 per year",Good,75247,South
R_1knzQDCVwBx1z06,2,2,Female,1989,A homemaker or stay-at-home parent,3,Bachelor’s degree,"$75,000 - $99,999 per year",Good,49426,Midwest
R_7dMJp5hMtKhNkUK,1,1,Male,1984,Working full-time,0,Vocational or similar,"$25,000 - $49,999 per year",Good,44052,Midwest
R_6kB9k6BO5jlJ80T,5,5,Male,1993,Working full-time,0,Secondary school,"More than $190,000 per year",Good,37129,South
R_3Y7SiFMRZTeLkJj,2,2,Female,1966,Working part-time,0,Vocational or similar,"$25,000 - $49,999 per year",Very good,13421,Northeast
R_7t2UP7sjw88RwF6,3,2,Male,1970,Working full-time,1,Bachelor’s degree,"More than $190,000 per year",Good,32073,South
R_5uEVLg7klTV0MQF,5,5,Female,1996,A homemaker or stay-at-home parent,2,Vocational or similar,"$45,000 - $74,999 per year",Very good,33037,South
R_5HHSHVBCDcKcrqa,2,2,Male,1991,Working full-time,1,Primary school,"$75,000 - $99,999 per year",Moderate ,48073,Midwest
R_7i3fbF9FkKyRbKQ,2,2,Male,1984,Working full-time,3,Bachelor’s degree,"$100,000 - $124,999 per year",Good,40475,South
R_6Y6dRbPJFEYiQeR,3,2,Male,1983,Working full-time,1,Bachelor’s degree,"$75,000 - $99,999 per year",Moderate ,45011,Midwest
R_1OL6HmGHSGWVpHH,5,4,Female,1982,Working full-time,2,Master's degree,"$100,000 - $124,999 per year",Good,05443,Northeast
R_1s0qYrP9SdiHpx8,1,1,Female,1977,Working full-time,2,Master's degree,"$45,000 - $74,999 per year",Good,75949,South
R_1JeYuQtyIFw0GkN,5,4,Female,1965,Working full-time,0,Vocational or similar,"$25,000 - $49,999 per year",Good,24089,South
R_5grFV3kMpQVN4A1,6,6,Male,1980,Working full-time,0,Ph.D.,"$75,000 - $99,999 per year",Moderate ,74743,South
R_3HptkxDz5ZGhknS,2,2,Male,1970,Working part-time,0,Master's degree,"$25,000 - $49,999 per year",Moderate ,,
R_5zeQz0vpsRkNJGp,2,1,Male,1979,Working part-time,0,Vocational or similar,"Less than $25,000 per year",Very good,33772,South
R_5tfeAtNTiozoTKx,3,2,Male,1984,Other,0,Vocational or similar,"$45,000 - $74,999 per year",Moderate ,30512,South
R_3o54DnwYEG2rHYt,1,1,Male,1979,Working full-time,1,Secondary school,"$25,000 - $49,999 per year",Good,45701,Midwest
R_5QVQ7VAtDiIxyCT,3,4,Male,1978,Working full-time,2,Vocational or similar,"$100,000 - $124,999 per year",Moderate ,50112,Midwest
R_52myWOZjoEBaflQ,5,6,Male,2001,Working full-time,1,Ph.D.,"$125,000 - $190,000 per year",Good,10001,Northeast
R_7NCgqq4rn5BuHpH,7,5,Female,1977,A homemaker or stay-at-home parent,2,Bachelor’s degree,"$125,000 - $190,000 per year",Good,04347,Northeast
R_3KNNPM5oUUsgzCL,1,1,Female,1987,Working full-time,2,Vocational or similar,"$45,000 - $74,999 per year",Good,54313,Midwest
R_3D25ZPBXTPQ3ICX,3,3,Male,1985,Working full-time,1,Bachelor’s degree,"$45,000 - $74,999 per year",Good,40403,South
R_1yOtoy1ognIEnHH,1,1,Female,1979,Working full-time,0,Vocational or similar,"Less than $25,000 per year",Moderate ,75228,South
R_5RfonKHwe6yoQbG,2,1,Female,1985,Working full-time,2,Secondary school,"$45,000 - $74,999 per year",Very good,,
R_1n4qqZJ4XVS6zOp,3,2,Female,1987,Working part-time,0,Vocational or similar,"$45,000 - $74,999 per year",Bad,48811,Midwest
R_3oZN1hZpGXYkbSD,1,1,Female,2002,Working full-time,0,Bachelor’s degree,"$100,000 - $124,999 per year",Good,33132,South
R_7IZ7f5tJti0SKqO,3,3,Male,1992,Working full-time,2,Bachelor’s degree,"$75,000 - $99,999 per year",Moderate ,,
R_7jUv5ORGVlZ1MiD,2,2,Male,1991,Working part-time,0,Secondary school,"$45,000 - $74,999 per year",Good,44314,Midwest
R_3D11ZfKxU7oKqKk,4,2,Male,1999,Unemployed and looking for work,0,Vocational or similar,"More than $190,000 per year",Moderate ,29621,South
R_60xe770zf3BWBsV,6,5,Female,1965,Working part-time,0,Bachelor’s degree,"$45,000 - $74,999 per year",Very good,21793,South
R_7m9u2k4y473FY6u,3,3,Male,1975,Unemployed and looking for work,1,Secondary school,"$45,000 - $74,999 per year",Good,01830,Northeast
R_3OV99KqROkbJIk9,1,1,Female,1976,Working part-time,1,Secondary school,"$75,000 - $99,999 per year",Good,07731,Northeast
R_5CPVguWVnKbpIIJ,4,4,Female,1988,Working part-time,1,Bachelor’s degree,"Less than $25,000 per year",Moderate ,24219,South
R_77HwSWpF9b4GtWt,1,1,Male,1992,Working full-time,1,Vocational or similar,"$45,000 - $74,999 per year",Good,15728,Northeast
R_72sAMPnc0zMxKOm,4,4,Female,1977,Working full-time,0,Vocational or similar,"$100,000 - $124,999 per year",Good,65781,Midwest
R_5WqGPnhkMRIcFtD,1,1,Female,1968,Retired,0,Vocational or similar,"Less than $25,000 per year",Very good,47802,Midwest
R_3lxKQlHp2Y3p03O,3,3,Male,1994,Working full-time,0,Bachelor’s degree,"$125,000 - $190,000 per year",Very good,60302,Midwest
R_7RwdjuUamcPOnLP,1,1,Male,1986,Working full-time,0,Ph.D.,"$100,000 - $124,999 per year",Very good,83402,West
R_3CwP9GOpCJ12AKj,5,3,Male,1996,Unemployed and looking for work,0,Secondary school,"Less than $25,000 per year",Moderate ,20855,South
R_7DHlc4tT09ElMU9,5,3,Female,1974,A homemaker or stay-at-home parent,0,Vocational or similar,"$75,000 - $99,999 per year",Good,29829,South
R_1M2x26c9cxFIkMh,3,1,Female,1979,Working full-time,0,Secondary school,"$25,000 - $49,999 per year",Good,49202,Midwest
R_7Sbu5BNWR9xW6l3,3,2,Female,1973,Working full-time,0,Bachelor’s degree,"$25,000 - $49,999 per year",Good,28803,South
R_79NNR0lIAzWjD9v,4,3,Male,1988,Working full-time,0,Bachelor’s degree,"$45,000 - $74,999 per year",Moderate ,22655,South
R_1NCdwcX7RoKvDKi,4,4,Female,1978,Working full-time,2,Secondary school,"$25,000 - $49,999 per year",Bad,16601,Northeast
R_3EvE4pjHwVE2ONr,3,2,Male,2000,Working full-time,0,Secondary school,"$45,000 - $74,999 per year",Moderate ,,
R_6jdr4BCOwvoyHQp,5,3,Female,1983,Working full-time,0,Secondary school,"$75,000 - $99,999 per year",Good,02837,Northeast
R_3KxAHa0GZqtLr7r,3,3,Male,1995,Working full-time,1,Bachelor’s degree,"$75,000 - $99,999 per year",Very good,85301,West
R_1MCxF6y75s3s8g1,1,1,Female,1983,Working part-time,1,Bachelor’s degree,"$100,000 - $124,999 per year",Moderate ,33463,South
R_5qrzaH4UeEZ9yXj,4,4,Male,1995,Working full-time,2,Bachelor’s degree,"$75,000 - $99,999 per year",Very good,10977,Northeast
R_6qJ0DILrwhlVise,5,5,Female,1984,A homemaker or stay-at-home parent,More than 3,Bachelor’s degree,"$125,000 - $190,000 per year",Very good,22015,South
R_3V9JwGkWrqGVc6i,5,5,Male,1987,Working full-time,3,Ph.D.,"$125,000 - $190,000 per year",Good,53207,Midwest
R_6YAkGsZchAGwZtT,7,6,Male,1990,Working full-time,0,Vocational or similar,"$25,000 - $49,999 per year",Very good,45342,Midwest
R_5HnwxtePf4JoyPi,4,3,Female,1981,A homemaker or stay-at-home parent,More than 3,Master's degree,"$75,000 - $99,999 per year",Good,17078,Northeast
R_1aqPxf9586PvtWa,1,1,Female,1970,Working part-time,0,Secondary school,"$100,000 - $124,999 per year",Moderate ,43130,Midwest
R_60GwT2f5OGtCdie,4,5,Female,1997,Working part-time,0,Secondary school,"$75,000 - $99,999 per year",Good,02019,Northeast
R_1pPS4sQQdgr2tYp,5,3,Female,1991,Working full-time,0,Bachelor’s degree,"$25,000 - $49,999 per year",Very good,01801,Northeast
R_3uUsiM7ecN1mAgR,3,3,Female,1973,Working full-time,0,Vocational or similar,"Less than $25,000 per year",Moderate ,,
R_1zBxsiD4hDoI14m,2,2,Female,2000,Working full-time,0,Bachelor’s degree,"$75,000 - $99,999 per year",Good,,
R_7q4kGHLdPFQ9LD2,3,3,Male,1990,Working full-time,1,Master's degree,"$100,000 - $124,999 per year",Good,22960,South
R_71Go6cgbEbIZEDc,1,1,Male,1980,Working full-time,2,Bachelor’s degree,"$25,000 - $49,999 per year",Good,48827,Midwest
R_5EEJFDdETAgM2Ei,2,2,Female,1976,Working full-time,0,Vocational or similar,"$45,000 - $74,999 per year",Very good,14551,Northeast
R_5hziOknY8rivq9Z,2,2,Female,1982,Student,2,Bachelor’s degree,"$100,000 - $124,999 per year",Good,30907,South
R_7gnXcy2bBi382HI,2,5,Female,1982,Working full-time,0,Vocational or similar,"$25,000 - $49,999 per year",Moderate ,17815,Northeast
R_7CDcn7TYro1lstl,1,1,Male,1983,Working full-time,2,Bachelor’s degree,"$100,000 - $124,999 per year",Good,33458,South
R_3aP6vZu9p4xxxZp,2,3,Male,2000,Working full-time,0,Bachelor’s degree,"$125,000 - $190,000 per year",Very good,55421,Midwest
R_7MRj244v4pu0nnq,1,1,Male,1986,Unemployed and looking for work,0,Master's degree,"$125,000 - $190,000 per year",Very good,06111,Northeast
R_7kiVKHW29yh0nO2,5,4,Female,2003,Working full-time,0,Vocational or similar,"$45,000 - $74,999 per year",Moderate ,16101,Northeast
R_1AF0ejA1ykUO9B7,3,2,Male,1998,Working full-time,0,Bachelor’s degree,"$75,000 - $99,999 per year",Good,23222,South
R_1x0ruauNsLcFYmR,6,5,Male,1987,Working full-time,1,Vocational or similar,"$75,000 - $99,999 per year",Good,44023,Midwest
R_3AMdlvo6PH3DF4P,4,3,Female,1977,Working full-time,1,Primary school,"$45,000 - $74,999 per year",Moderate ,60440,Midwest
R_5jepg7xE1xPrLwX,2,1,Female,1987,Working full-time,0,Secondary school,"$45,000 - $74,999 per year",Good,28320,South
R_7whKk8asCJPKfYC,5,2,Female,1983,Working full-time,2,Ph.D.,"More than $190,000 per year",Good,02865,Northeast
R_72SvWaa57wF0thL,1,1,Male,1993,Unemployed and looking for work,0,Bachelor’s degree,"Less than $25,000 per year",Good,91104,West
R_1svXo3HXV9vbftn,3,3,Male,1968,Working full-time,0,Master's degree,"$125,000 - $190,000 per year",Good,33771,South
R_76VHmTkp1fCyq89,3,3,Male,2000,Working full-time,0,Secondary school,"$45,000 - $74,999 per year",Good,19406,Northeast
R_7JJziUsHzk6JoaU,5,5,Female,1985,Working full-time,2,Bachelor’s degree,"More than $190,000 per year",Good,07751,Northeast
R_1bZyqdOub8S7UU1,3,3,Female,1979,Other,0,Vocational or similar,"$25,000 - $49,999 per year",Moderate ,,
R_7wcYPKaGk4xZfwV,2,1,Female,1984,Unemployed and looking for work,0,Bachelor’s degree,"Less than $25,000 per year",Moderate ,,
R_3hB4BLPHvUWN2Ol,3,3,Female,1992,Working full-time,0,Master's degree,"$25,000 - $49,999 per year",Moderate ,32312,South
R_7b4dysgQQhAyckw,4,3,Female,1980,Working full-time,0,Bachelor’s degree,"$125,000 - $190,000 per year",Good,10118,Northeast
R_1HGKt0baOonQ8DQ,2,2,Male,1980,Working full-time,0,Bachelor’s degree,"$75,000 - $99,999 per year",Moderate ,27006,South
R_533XYHCJ78DuVwm,1,1,Male,1990,Working full-time,0,Primary school,"$25,000 - $49,999 per year",Very good,85308,West
R_6OUamuAxXg1U6Zz,3,3,Female,1982,Working full-time,0,Bachelor’s degree,"$125,000 - $190,000 per year",Very good,48047,Midwest
R_6JLEsw4vfWwpwVb,7,6,Female,1987,A homemaker or stay-at-home parent,1,Bachelor’s degree,"$75,000 - $99,999 per year",Very good,,
R_1mgRDF54EiILUFE,2,1,Male,1980,Working full-time,0,Secondary school,"$25,000 - $49,999 per year",Moderate ,97206,West
R_5KpRcSPsIdKqsAj,1,1,Female,1992,A homemaker or stay-at-home parent,2,Bachelor’s degree,"$45,000 - $74,999 per year",Good,32778,South
R_7cqlRd6orpelK1M,2,1,Female,1989,A homemaker or stay-at-home parent,2,Bachelor’s degree,"$75,000 - $99,999 per year",Good,,
R_1LBe6Pz5VsPUluh,1,1,Female,1988,Working full-time,0,Bachelor’s degree,"$25,000 - $49,999 per year",Moderate ,,
R_3JeZHUMDkrxLXav,5,5,Male,1990,Working full-time,3,Bachelor’s degree,"$75,000 - $99,999 per year",Good,28311,South
R_6b1TdYhNv7abcYN,1,1,Female,1995,Working full-time,1,Bachelor’s degree,"$45,000 - $74,999 per year",Very good,,
R_1XhCKKGFK56A6Vb,3,1,Female,1992,A homemaker or stay-at-home parent,0,Vocational or similar,"Less than $25,000 per year",Moderate ,37310,South
R_1b3NdcEFSj37483,4,3,Female,1991,A homemaker or stay-at-home parent,2,Bachelor’s degree,"$45,000 - $74,999 per year",Good,32234,South
R_6XdMMU2SGrhnFfD,4,4,Male,1993,Working part-time,More than 3,Secondary school,"Less than $25,000 per year",Good,70586,South
R_5DPHfvmLRpO4tXP,5,3,Female,1977,Working part-time,1,Secondary school,"$25,000 - $49,999 per year",Good,65803,Midwest
R_3mFxAPtjwqrqVSE,1,1,Male,2000,Working full-time,0,Secondary school,"$25,000 - $49,999 per year",Very good,19533,Northeast
R_6eyM7BJLUrxHe6D,1,1,Male,1994,Working full-time,0,Secondary school,"Less than $25,000 per year",Bad,40218,South
R_3ZijQjoUpxfKqv7,5,2,Female,1986,Unemployed and looking for work,0,Vocational or similar,"Less than $25,000 per year",Good,35650,South
R_5PJzksMcJv4YJ0t,3,2,Male,1975,A homemaker or stay-at-home parent,2,Bachelor’s degree,"$45,000 - $74,999 per year",Moderate ,21144,South
R_15eQdspGXZ10Ew1,5,2,Male,1971,Working part-time,0,Secondary school,"Less than $25,000 per year",Moderate ,42141,South
R_6GOlJPOxpMsEq7U,3,3,Male,1999,Working full-time,0,Primary school,"$45,000 - $74,999 per year",Very good,36854,South
R_5irolFtWsPhZQpC,6,5,Female,1986,Working part-time,0,Secondary school,"Less than $25,000 per year",Good,32331,South
R_3VZz8GBJVTu2c6Z,2,1,Female,1966,Working full-time,0,Bachelor’s degree,"Less than $25,000 per year",Good,70460,South
R_1IfJ4XfEOTDLdMB,3,3,Female,1987,Working full-time,1,Bachelor’s degree,"$45,000 - $74,999 per year",Good,,
R_7vYwNRid5yNgV3e,2,2,Male,1983,Working full-time,2,Ph.D.,"More than $190,000 per year",Good,01833,Northeast
R_5aH20m1BEceDaUN,3,3,Male,1983,Working full-time,0,Secondary school,"$25,000 - $49,999 per year",Good,41311,South
R_13B9kDfRdY9Bx0A,3,2,Male,1996,Working part-time,0,Bachelor’s degree,"Less than $25,000 per year",Very good,11374,Northeast
R_3ZPmruHEM3TeJOx,4,3,Female,1973,A homemaker or stay-at-home parent,0,Vocational or similar,"$45,000 - $74,999 per year",Good,29681,South
R_6kRKj9xcZhjFzMJ,4,2,Female,1978,Working part-time,0,Bachelor’s degree,"$75,000 - $99,999 per year",Very good,17543,Northeast
R_727zmUHDe9WEbpn,4,3,Female,1965,Working part-time,0,Bachelor’s degree,"$25,000 - $49,999 per year",Good,16801,Northeast
R_3rTcUS322abqMPm,3,3,Female,1980,Working part-time,0,Vocational or similar,"$25,000 - $49,999 per year",Good,01590,Northeast
